header,class,gene,mechanism,group
A0A0G3FB19|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-1|antibiotic_inactivation|1,beta_lactam,TEM-1,antibiotic_inactivation,1
AAZ79402|FEATURES|ARDB_deepARG|beta_lactam|OKP-B-4|antibiotic_inactivation|1,beta_lactam,OKP-B-4,antibiotic_inactivation,1
I1V589|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1,beta_lactam,bla,antibiotic_inactivation,1
A0A098RX27|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A069DJ13|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0N1DIA9|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0,polymyxin,arnA,antibiotic_target_alteration,0
A0A0P9N4M4|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0,polymyxin,arnA,antibiotic_target_alteration,0
ABQ96629|FEATURES|ARDB_deepARG|sulfonamide|sul1|antibiotic_target_replacement|1,sulfonamide,sul1,antibiotic_target_replacement,1
A0A089QVG8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0S3N8M6|FEATURES|UNIPROT_deepARG|multidrug|mdtG|antibiotic_efflux|0,multidrug,mdtG,antibiotic_efflux,0
ZP_04234658|FEATURES|ARDB_deepARG|beta_lactam|BcII|antibiotic_inactivation|1,beta_lactam,BcII,antibiotic_inactivation,1
Q3RFT8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0D0SZD1|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB_3|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB_3,antibiotic_efflux,0
A0A076P2L9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
R7H8C1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
ZP_03747831|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0,bacitracin,BacA,antibiotic_target_alteration,0
R9BUQ4|FEATURES|UNIPROT_deepARG|chloramphenicol|A499_24844|antibiotic_inactivation|1,chloramphenicol,A499_24844,antibiotic_inactivation,1
B8ZHY7|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1,beta_lactam,bla,antibiotic_inactivation,1
D1LFI7|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|0,beta_lactam,blaCTX-M,antibiotic_inactivation,0
NP_348075|FEATURES|ARDB_deepARG|tetracycline|tetPA|antibiotic_efflux|1,tetracycline,tetPA,antibiotic_efflux,1
A0A103EIF8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
C3MAK3|FEATURES|UNIPROT_deepARG|beta_lactam|NGR_c32650|antibiotic_inactivation|1,beta_lactam,NGR_c32650,antibiotic_inactivation,1
ZP_04314903|FEATURES|ARDB_deepARG|fosfomycin|FosB|antibiotic_inactivation|1,fosfomycin,FosB,antibiotic_inactivation,1
Q39LU0|FEATURES|UNIPROT_deepARG|beta_lactam|Bcep18194_C7532|antibiotic_inactivation|1,beta_lactam,Bcep18194_C7532,antibiotic_inactivation,1
W6I0P5|FEATURES|UNIPROT_deepARG|chloramphenicol|cat|antibiotic_inactivation|1,chloramphenicol,cat,antibiotic_inactivation,1
A6QA78|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0B5FVR5|FEATURES|UNIPROT_deepARG|beta_lactam|cphA4|antibiotic_inactivation|1,beta_lactam,cphA4,antibiotic_inactivation,1
N1ZKQ0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
CAS07945|FEATURES|ARDB_deepARG|multidrug|acrB|antibiotic_efflux|0,multidrug,acrB,antibiotic_efflux,0
A0A099DZX8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
ZP_04307065|FEATURES|ARDB_deepARG|beta_lactam|BcII|antibiotic_inactivation|1,beta_lactam,BcII,antibiotic_inactivation,1
YP_001176128|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|MacB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,MacB,antibiotic_efflux,0
J8DP84|FEATURES|UNIPROT_deepARG|beta_lactam|IGC_03027|antibiotic_inactivation|1,beta_lactam,IGC_03027,antibiotic_inactivation,1
W3V4K1|FEATURES|UNIPROT_deepARG|beta_lactam|PTE_02723|antibiotic_inactivation|1,beta_lactam,PTE_02723,antibiotic_inactivation,1
A0A0I9RJ70|FEATURES|UNIPROT_deepARG|beta_lactam|CARB-21|antibiotic_inactivation|1,beta_lactam,CARB-21,antibiotic_inactivation,1
ABB53352|FEATURES|ARDB_deepARG|glycopeptide|vanHB|antibiotic_target_alteration|1,glycopeptide,vanHB,antibiotic_target_alteration,1
E4LU63|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0P9STU2|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0,polymyxin,arnA,antibiotic_target_alteration,0
A0A0H5RP73|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
A0A106BHR1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0Q8LT79|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
F7NMY8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
J2NGH5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
YP_002228414|FEATURES|ARDB_deepARG|multidrug|EmrD|antibiotic_efflux|0,multidrug,EmrD,antibiotic_efflux,0
A0A089UGH5|FEATURES|UNIPROT_deepARG|beta_lactam|LH23_07270|antibiotic_inactivation|1,beta_lactam,LH23_07270,antibiotic_inactivation,1
Q55926|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-3|antibiotic_inactivation|1,beta_lactam,blaOXA-3,antibiotic_inactivation,1
W6SKC9|FEATURES|UNIPROT_deepARG|chloramphenicol|catB|antibiotic_inactivation|0,chloramphenicol,catB,antibiotic_inactivation,0
L0HTV3|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M-15|antibiotic_inactivation|1,beta_lactam,blaCTX-M-15,antibiotic_inactivation,1
H6UQJ9|FEATURES|UNIPROT_deepARG|beta_lactam|CTX-M-2|antibiotic_inactivation|1,beta_lactam,CTX-M-2,antibiotic_inactivation,1
V9GHW6|FEATURES|UNIPROT_deepARG|multidrug|cfr|antibiotic_target_alteration|1,multidrug,cfr,antibiotic_target_alteration,1
C0B6S2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0A0Q8R9|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-5|antibiotic_inactivation|1,beta_lactam,ACT-5,antibiotic_inactivation,1
CAI29521.1|FEATURES|ARDB_deepARG|trimethoprim|dfrA15|antibiotic_target_replacement|1,trimethoprim,dfrA15,antibiotic_target_replacement,1
K2SKA5|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|syfD|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,syfD,antibiotic_efflux,0
A0A0U2ITE7|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0,bacitracin,bacA,antibiotic_target_alteration,0
A0A0U1YUJ8|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-48-like|antibiotic_inactivation|1,beta_lactam,blaOXA-48-like,antibiotic_inactivation,1
A0A102D7R4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
Q7P1I3|FEATURES|UNIPROT_deepARG|aminoglycoside|CV_0230|antibiotic_inactivation|0,aminoglycoside,CV_0230,antibiotic_inactivation,0
J8SML2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A4FF33|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0,macrolide-lincosamide-streptogramin,vgb,antibiotic_inactivation,0
A0A0K1K5F3|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
A0A0W0VDI8|FEATURES|UNIPROT_deepARG|aminoglycoside|ant1_2|antibiotic_inactivation|0,aminoglycoside,ant1_2,antibiotic_inactivation,0
A0A0D1A3G7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
I2NDF3|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
CAY49157|FEATURES|ARDB_deepARG|multidrug|mexf|antibiotic_efflux|0,multidrug,mexf,antibiotic_efflux,0
E7NXF8|FEATURES|UNIPROT_deepARG|chloramphenicol|HMPREF9554_02777|antibiotic_inactivation|0,chloramphenicol,HMPREF9554_02777,antibiotic_inactivation,0
AAM11664|FEATURES|ARDB_deepARG|beta_lactam|CMY-34|antibiotic_inactivation|1,beta_lactam,CMY-34,antibiotic_inactivation,1
ZP_03282274|FEATURES|ARDB_deepARG|multidrug|MdtK|antibiotic_efflux|0,multidrug,MdtK,antibiotic_efflux,0
AAA19915.1|FEATURES|ARDB_deepARG|aminoglycoside|AAC(3)-IIa|antibiotic_inactivation|1,aminoglycoside,AAC(3)-IIa,antibiotic_inactivation,1
A0A150BSY9|FEATURES|UNIPROT_deepARG|beta_lactam|AT269_26200|antibiotic_inactivation|1,beta_lactam,AT269_26200,antibiotic_inactivation,1
A0A0B5A120|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-116|antibiotic_inactivation|1,beta_lactam,TEM-116,antibiotic_inactivation,1
YP_002245675|FEATURES|ARDB_deepARG|multidrug|EmrD|antibiotic_efflux|0,multidrug,EmrD,antibiotic_efflux,0
A0A0T9USW7|FEATURES|UNIPROT_deepARG|polymyxin|pmrF|antibiotic_target_alteration|0,polymyxin,pmrF,antibiotic_target_alteration,0
CAE51025|FEATURES|ARDB_deepARG|beta_lactam|VIM-4|antibiotic_inactivation|1,beta_lactam,VIM-4,antibiotic_inactivation,1
A0A0R0CSD7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
N6ZL25|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
ZP_02901439|FEATURES|ARDB_deepARG|multidrug|mdtF|antibiotic_efflux|0,multidrug,mdtF,antibiotic_efflux,0
U6BP97|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-163|antibiotic_inactivation|1,beta_lactam,TEM-163,antibiotic_inactivation,1
A0A133HQV8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
C2QC63|FEATURES|UNIPROT_deepARG|beta_lactam|bcere0009_22280|antibiotic_inactivation|1,beta_lactam,bcere0009_22280,antibiotic_inactivation,1
A0A0S8Z7I3|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
Q47757|FEATURES|UNIPROT_deepARG|beta_lactam|BL2a_pc|antibiotic_inactivation|1,beta_lactam,BL2a_pc,antibiotic_inactivation,1
A0A0S3JFD3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
K0FSQ0|FEATURES|UNIPROT_deepARG|chloramphenicol|MC28_1628|antibiotic_inactivation|0,chloramphenicol,MC28_1628,antibiotic_inactivation,0
A0A157SV46|FEATURES|UNIPROT_deepARG|beta_lactam|bla|antibiotic_inactivation|1,beta_lactam,bla,antibiotic_inactivation,1
A0A0B1K4Z7|FEATURES|UNIPROT_deepARG|multidrug|mdtL|antibiotic_efflux|0,multidrug,mdtL,antibiotic_efflux,0
A0A0C1GM57|FEATURES|UNIPROT_deepARG|beta_lactam|RA19_23950|antibiotic_inactivation|1,beta_lactam,RA19_23950,antibiotic_inactivation,1
ABX00620|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|ErmU|antibiotic_target_alteration|1,macrolide-lincosamide-streptogramin,ErmU,antibiotic_target_alteration,1
A0A0B5S764|FEATURES|UNIPROT_deepARG|beta_lactam|penPC|antibiotic_inactivation|1,beta_lactam,penPC,antibiotic_inactivation,1
A0A0Q5NUL0|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1,beta_lactam,ampC,antibiotic_inactivation,1
AAQ75378|FEATURES|ARDB_deepARG|beta_lactam|OXY-2-7|antibiotic_inactivation|1,beta_lactam,OXY-2-7,antibiotic_inactivation,1
A0A086Y3M5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
Q7M175|FEATURES|UNIPROT_deepARG|beta_lactam|BL2b_ula|antibiotic_inactivation|0,beta_lactam,BL2b_ula,antibiotic_inactivation,0
C3AWY0|FEATURES|UNIPROT_deepARG|chloramphenicol|bmyco0002_58280|antibiotic_inactivation|1,chloramphenicol,bmyco0002_58280,antibiotic_inactivation,1
ZP_02884769|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0,bacitracin,BacA,antibiotic_target_alteration,0
A0A0M4G3K1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A084YS37|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
A0A0P9IRV7|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0,polymyxin,arnA,antibiotic_target_alteration,0
J8K162|FEATURES|UNIPROT_deepARG|beta_lactam|IKG_02331|antibiotic_inactivation|1,beta_lactam,IKG_02331,antibiotic_inactivation,1
A0A0E3Y8T3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
ZP_03466816|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0,bacitracin,BacA,antibiotic_target_alteration,0
A0A017HPX3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
Q0SYP9|FEATURES|ARDB_deepARG|multidrug|MdtL|antibiotic_efflux|0,multidrug,MdtL,antibiotic_efflux,0
A0A0T9SJ94|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB_1|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB_1,antibiotic_efflux,0
A0A0D6EEJ5|FEATURES|UNIPROT_deepARG|beta_lactam|HALO4343|antibiotic_inactivation|1,beta_lactam,HALO4343,antibiotic_inactivation,1
YP_793057|FEATURES|ARDB_deepARG|multidrug|mexD|antibiotic_efflux|0,multidrug,mexD,antibiotic_efflux,0
A0A089G7P8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|glnQ|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,glnQ,antibiotic_efflux,0
CAA70207.1|FEATURES|CARD_deepARG|macrolide-lincosamide-streptogramin|ErmC|antibiotic_target_alteration|1,macrolide-lincosamide-streptogramin,ErmC,antibiotic_target_alteration,1
A0A060KZ42|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1,beta_lactam,blaCTX-M,antibiotic_inactivation,1
J0W539|FEATURES|UNIPROT_deepARG|beta_lactam|Rleg4DRAFT_2512|antibiotic_inactivation|1,beta_lactam,Rleg4DRAFT_2512,antibiotic_inactivation,1
A0A109W3Z8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
P44469|FEATURES|UNIPROT_deepARG|beta_lactam|mrdA|antibiotic_target_replacement|0,beta_lactam,mrdA,antibiotic_target_replacement,0
G3ESW2|FEATURES|UNIPROT_deepARG|chloramphenicol|catA1|antibiotic_inactivation|1,chloramphenicol,catA1,antibiotic_inactivation,1
A0A0A0Q8P2|FEATURES|UNIPROT_deepARG|beta_lactam|PDC-8|antibiotic_inactivation|1,beta_lactam,PDC-8,antibiotic_inactivation,1
A0A0U3LPM2|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-114x|antibiotic_inactivation|1,beta_lactam,blaOXA-114x,antibiotic_inactivation,1
A0A0W0LHM1|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
ZP_03221593|FEATURES|ARDB_deepARG|multidrug|mdtG|antibiotic_efflux|0,multidrug,mdtG,antibiotic_efflux,0
L2EM69|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0D0HC08|FEATURES|UNIPROT_deepARG|beta_lactam|BG10_6439|antibiotic_inactivation|1,beta_lactam,BG10_6439,antibiotic_inactivation,1
A0A0H3J7R3|FEATURES|UNIPROT_deepARG|multidrug|cfr|antibiotic_target_alteration|1,multidrug,cfr,antibiotic_target_alteration,1
Q0PAR0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
ZP_03227726|FEATURES|ARDB_deepARG|fosfomycin|FosB|antibiotic_inactivation|0,fosfomycin,FosB,antibiotic_inactivation,0
YP_002383661|FEATURES|ARDB_deepARG|multidrug|acrB|antibiotic_efflux|0,multidrug,acrB,antibiotic_efflux,0
D0L1W3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
R6VUV6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
R8XMA6|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0,polymyxin,arnA,antibiotic_target_alteration,0
A0A118HZB6|FEATURES|UNIPROT_deepARG|beta_lactam|WJ33_13645|antibiotic_inactivation|1,beta_lactam,WJ33_13645,antibiotic_inactivation,1
D1YJY8|FEATURES|UNIPROT_deepARG|beta_lactam|HMPREF9209_0012|antibiotic_inactivation|1,beta_lactam,HMPREF9209_0012,antibiotic_inactivation,1
W8FS12|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA1|antibiotic_inactivation|1,aminoglycoside,aadA1,antibiotic_inactivation,1
R6WEX2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0B3Y0E0|FEATURES|UNIPROT_deepARG|beta_lactam|RD02_10175|antibiotic_inactivation|1,beta_lactam,RD02_10175,antibiotic_inactivation,1
A0A0B2AZM0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
H9C532|FEATURES|UNIPROT_deepARG|beta_lactam|blaTEM-1|antibiotic_inactivation|0,beta_lactam,blaTEM-1,antibiotic_inactivation,0
E7T2Q6|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0,polymyxin,arnA,antibiotic_target_alteration,0
A0A0D1L373|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0,fosfomycin,fosB,antibiotic_inactivation,0
D1LFF0|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|0,beta_lactam,blaCTX-M,antibiotic_inactivation,0
A0A0D6XTE6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
R5SM85|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0A7JJL1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0R3CL20|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB,antibiotic_efflux,0
A0A0E2LS78|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A127SM14|FEATURES|UNIPROT_deepARG|chloramphenicol|catA13|antibiotic_inactivation|1,chloramphenicol,catA13,antibiotic_inactivation,1
N9QSQ4|FEATURES|UNIPROT_deepARG|beta_lactam|F889_02977|antibiotic_inactivation|1,beta_lactam,F889_02977,antibiotic_inactivation,1
N9WGM9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
AAB34257|FEATURES|ARDB_deepARG|aminoglycoside|APH(3')-Ia|antibiotic_inactivation|1,aminoglycoside,APH(3')-Ia,antibiotic_inactivation,1
ZP_04228022|FEATURES|ARDB_deepARG|beta_lactam|BcI|antibiotic_inactivation|1,beta_lactam,BcI,antibiotic_inactivation,1
A0A0C5PJE3|FEATURES|UNIPROT_deepARG|beta_lactam|pSF07202_057|antibiotic_inactivation|1,beta_lactam,pSF07202_057,antibiotic_inactivation,1
R2T3G4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0U8PLN0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB_1|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,macB_1,antibiotic_efflux,0
A0A0A4GEX0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A127SIE4|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1,beta_lactam,BL1_ec,antibiotic_inactivation,1
BAG79901|FEATURES|ARDB_deepARG|multidrug|MdtP|antibiotic_efflux|0,multidrug,MdtP,antibiotic_efflux,0
N9RCB0|FEATURES|UNIPROT_deepARG|aminoglycoside|F889_00437|antibiotic_inactivation|1,aminoglycoside,F889_00437,antibiotic_inactivation,1
E3EG56|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0,fosfomycin,fosB,antibiotic_inactivation,0
A0A0U1LFF8|FEATURES|UNIPROT_deepARG|chloramphenicol|cat|antibiotic_inactivation|1,chloramphenicol,cat,antibiotic_inactivation,1
A0A150EFG7|FEATURES|UNIPROT_deepARG|beta_lactam|AT270_13635|antibiotic_inactivation|1,beta_lactam,AT270_13635,antibiotic_inactivation,1
S1MBT5|FEATURES|UNIPROT_deepARG|multidrug|mdtH|antibiotic_efflux|0,multidrug,mdtH,antibiotic_efflux,0
A0A127SKG2|FEATURES|UNIPROT_deepARG|chloramphenicol|catS|antibiotic_inactivation|1,chloramphenicol,catS,antibiotic_inactivation,1
A0A0U1YUM0|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-199|antibiotic_inactivation|1,beta_lactam,blaOXA-199,antibiotic_inactivation,1
A0A118Q612|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
YP_001896735|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0,bacitracin,BacA,antibiotic_target_alteration,0
M5D5T2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
BAA06252|FEATURES|ARDB_deepARG|beta_lactam|BL2e_fpm|antibiotic_inactivation|1,beta_lactam,BL2e_fpm,antibiotic_inactivation,1
F8N9P6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A154X4H1|FEATURES|UNIPROT_deepARG|chloramphenicol|cat|antibiotic_inactivation|1,chloramphenicol,cat,antibiotic_inactivation,1
S1LGA7|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0,polymyxin,arnC,antibiotic_target_alteration,0
A0A0Q6UP08|FEATURES|UNIPROT_deepARG|beta_lactam|ASC64_11900|antibiotic_target_replacement|0,beta_lactam,ASC64_11900,antibiotic_target_replacement,0
A0A0V8JG30|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
A0A0E1EIF5|FEATURES|UNIPROT_deepARG|aminoglycoside|EY04_31830|antibiotic_inactivation|0,aminoglycoside,EY04_31830,antibiotic_inactivation,0
A0A076PYK1|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M-161|antibiotic_inactivation|1,beta_lactam,blaCTX-M-161,antibiotic_inactivation,1
A0A0S3BND6|FEATURES|UNIPROT_deepARG|beta_lactam|AS145_19545|antibiotic_inactivation|1,beta_lactam,AS145_19545,antibiotic_inactivation,1
A0A0R2L917|FEATURES|UNIPROT_deepARG|aminoglycoside|IV66_GL000803|antibiotic_inactivation|1,aminoglycoside,IV66_GL000803,antibiotic_inactivation,1
A0A0K0H8K5|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|ybjZ|antibiotic_efflux|0,macrolide-lincosamide-streptogramin,ybjZ,antibiotic_efflux,0
CAG34258|FEATURES|ARDB_deepARG|multidrug|smeF|antibiotic_efflux|0,multidrug,smeF,antibiotic_efflux,0
A0A0R2Z6M8|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0,polymyxin,arnC,antibiotic_target_alteration,0
L2VIP2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
N9LUG1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
YP_002405849|FEATURES|ARDB_deepARG|multidrug|MdtM|antibiotic_efflux|0,multidrug,MdtM,antibiotic_efflux,0
N8TFS6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0,bacitracin,uppP,antibiotic_target_alteration,0
